NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Study Design,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT00483301,"A Phase II Trial OF Carboplatin, ABI-007 (Abraxane) And Sorafenib (BAY 43-9006) in Metastatic Melanoma",https://clinicaltrials.gov/study/NCT00483301,,COMPLETED,NO,DRUG: Sorafenib (BAY 43-9006)|DRUG: ABI-007(Abraxane),"Mt. Sinai Medical Center, Miami",Celgene Corporation|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,34,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-05,2009-08,2009-08,2007-06-07,,2012-05-03
NCT03273322,Assessment of Dual Antiplatelet Therapy Versus Rivaroxaban In Atrial Fibrillation Patients Treated With Left Atrial Appendage Closure,https://clinicaltrials.gov/study/NCT03273322,ADRIFT,COMPLETED,NO,DRUG: Rivaroxaban 10 mg qd|DRUG: Rivaroxaban 15 mg qd|DRUG: DAPT,Assistance Publique - Hôpitaux de Paris,Action Research Group|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,105,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-09-13,2018-11-20,2019-09-30,2017-09-06,,2021-12-21
NCT01683149,Sorafenib and Topotecan in Refractory/Recurrent Pediatric Malignancies,https://clinicaltrials.gov/study/NCT01683149,,COMPLETED,NO,DRUG: Topotecan|DRUG: Sorafenib,H. Lee Moffitt Cancer Center and Research Institute,Pediatric Cancer Foundation|Bayer,ALL,"CHILD, ADULT",PHASE1,13,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-01,2016-01,2016-01,2012-09-11,,2016-03-04
NCT01529320,Assess Itch Behavior in Nickel Sulphate Sensitized Volunteers,https://clinicaltrials.gov/study/NCT01529320,,COMPLETED,NO,"DRUG: Adventan® (methylprednisolone aceponate 0,1%)",Fundacion IMIM,Adknoma Health Research|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1,18,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2012-02,2012-05,2012-05,2012-02-08,,2016-05-12
NCT00844883,Study of Sorafenib and Transarterial Chemoembolization (TACE) to Treat Hepatocellular Carcinoma,https://clinicaltrials.gov/study/NCT00844883,,COMPLETED,YES,DRUG: sorafenib|PROCEDURE: LC Bead-TACE,Yale University,Bayer|Biocompatibles UK Ltd,ALL,"ADULT, OLDER_ADULT",PHASE2,50,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-02,2015-03,2015-03,2009-02-16,2017-08-28,2021-11-11
NCT00825734,Phase I/II Trial of Sorafenib Plus Ixabepilone in HER2-Negative Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00825734,,COMPLETED,YES,DRUG: Sorafenib|DRUG: Ixabepilone,"SCRI Development Innovations, LLC",Bayer|Bristol-Myers Squibb,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,83,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-03,2013-06,2014-08,2009-01-21,2014-12-22,2014-12-22
NCT00350597,GM-CSF as Adjuvant Therapy of Melanoma,https://clinicaltrials.gov/study/NCT00350597,,COMPLETED,NO,DRUG: Granulocyte-Macrophage Colony-Stimulating Factor (GM-CSF),Northern California Melanoma Center,Bayer|Melanoma Research Institute,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,50,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2004-09,,2010-07,2006-07-11,,2006-07-11
NCT01234870,Comprehensive Evaluation of Ischemic Heart Disease Using MRI,https://clinicaltrials.gov/study/NCT01234870,,COMPLETED,YES,DRUG: Gadolinium|DRUG: Adenosine,Northwestern University,"Astellas Pharma US, Inc.|Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,40,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2010-06,2012-01,2012-01,2010-11-04,2014-09-26,2014-09-26
NCT00501644,Chemoimmunotherapy Study for Patients With Epithelial Ovarian Cancer,https://clinicaltrials.gov/study/NCT00501644,,COMPLETED,YES,DRUG: Carboplatin|DRUG: GM-CSF (Sargramostim)|DRUG: Interferon Gamma,M.D. Anderson Cancer Center,"Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma|Bristol-Myers Squibb|InterMune",FEMALE,"CHILD, ADULT, OLDER_ADULT",PHASE2,59,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2003-01,2009-01,2009-01,2007-07-16,2011-01-10,2012-08-07
NCT04483505,"Rogaratinib, Palbociclib y Fulvestrant in Patients With Breast Cancer.",https://clinicaltrials.gov/study/NCT04483505,ROGABREAST,COMPLETED,NO,"DRUG: Combination, Rogaratinib + palbociclib + fulvestrant",Fundacion CRIS de Investigación para Vencer el Cáncer,Bayer|Pfizer|Apices Soluciones S.L.,FEMALE,"ADULT, OLDER_ADULT",PHASE1,9,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-11-25,2023-04-04,2023-04-04,2020-07-23,,2023-12-28
NCT02833948,"Comparison of a Rivaroxaban-based Strategy With an Antiplatelet-based Strategy Following Successful TAVR for the Prevention of Leaflet Thickening and Reduced Leaflet Motion as Evaluated by Four-dimensional, Volume-rendered Computed Tomography (4DCT)",https://clinicaltrials.gov/study/NCT02833948,GALILEO-4D,COMPLETED,YES,DRUG: Acetylsalicylic acid|DRUG: Clopidogrel|DRUG: Rivaroxaban,ECRI bv,"Rigshospitalet, Denmark|Bayer|Cardialysis BV",ALL,"ADULT, OLDER_ADULT",PHASE3,231,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: DIAGNOSTIC,2016-05,2018-12,2019-03-06,2016-07-14,2020-01-18,2020-01-18
NCT02832544,"INVestIgation of rheumatiC AF Treatment Using Vitamin K Antagonists, Rivaroxaban or Aspirin Studies, Non-Inferiority",https://clinicaltrials.gov/study/NCT02832544,INVICTUS-VKA,COMPLETED,NO,DRUG: Rivaroxaban (20 mg)|DRUG: Vitamin K antagonists (VKA),Population Health Research Institute,University of Cape Town|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE3,4565,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2016-08-22,2022-08-18,2022-08-18,2016-07-14,,2022-10-05
NCT02728050,"Filgrastim, Cladribine, Cytarabine, and Mitoxantrone With Sorafenib in Treating Patients With Newly-Diagnosed, Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome",https://clinicaltrials.gov/study/NCT02728050,,COMPLETED,YES,DRUG: Cladribine|DRUG: Cytarabine|BIOLOGICAL: Filgrastim|OTHER: Laboratory Biomarker Analysis|OTHER: Quality-of-Life Assessment|DRUG: Mitoxantrone|DRUG: Sorafenib,University of Washington,National Cancer Institute (NCI)|Bayer,ALL,ADULT,PHASE1|PHASE2,84,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-12-01,2022-02-03,2023-04-04,2016-04-05,2023-06-29,2023-07-05
NCT02438098,Rivaroxaban in Bariatric Surgery,https://clinicaltrials.gov/study/NCT02438098,,COMPLETED,NO,DRUG: Rivaroxaban 10 mg,"Insel Gruppe AG, University Hospital Bern",Centre Hospitalier Universitaire Vaudois|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1,13,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2015-06,2015-11,2015-11,2015-05-08,,2016-01-08
NCT02048722,"Daily Oral Regorafenib for Chemotherapy-Refractory, Metastatic and Locally Advanced Angiosarcoma",https://clinicaltrials.gov/study/NCT02048722,,COMPLETED,YES,DRUG: regorafenib,Northwestern University,Bayer|National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,31,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-06-13,2019-10-14,2021-10-12,2014-01-29,2020-07-29,2022-04-25
NCT01254890,Sorafenib and 5-Azacitidine in Acute Leukemia + Myelodysplastic Syndrome,https://clinicaltrials.gov/study/NCT01254890,,COMPLETED,YES,DRUG: Azacitidine|DRUG: Sorafenib,M.D. Anderson Cancer Center,"Bayer|Onyx Therapeutics, Inc.|Celgene",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,60,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2011-01,2015-03,2015-03,2010-12-07,2016-05-06,2016-05-06
NCT00635791,Phase I Study of Vorinostat and Sorafenib in Advanced Cancer,https://clinicaltrials.gov/study/NCT00635791,,COMPLETED,NO,DRUG: Sorafenib|DRUG: Vorinostat,"University of Colorado, Denver",Merck Sharp & Dohme LLC|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1,36,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-03,2011-10,2012-03,2008-03-14,,2013-06-20
NCT00495755,Campath in Chronic GVHD,https://clinicaltrials.gov/study/NCT00495755,,COMPLETED,YES,DRUG: Alemtuzumab (Campath),Dana-Farber Cancer Institute,"Genzyme, a Sanofi Company|Bayer",ALL,"ADULT, OLDER_ADULT",PHASE1,13,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-07,2011-10,2012-10,2007-07-03,2013-08-09,2013-08-09
NCT00411086,Rituximab and GM-CSF in Treating Patients With Newly Diagnosed Follicular B-Cell Lymphoma,https://clinicaltrials.gov/study/NCT00411086,,COMPLETED,YES,BIOLOGICAL: Rituximab|BIOLOGICAL: Sargramostim (GM-CSF),M.D. Anderson Cancer Center,National Cancer Institute (NCI)|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,60,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-11,2016-11,2016-11,2006-12-13,2017-12-05,2017-12-05
NCT00157573,"GM-CSF, Sargramostim in Women With Recurrent Ovarian Cancer",https://clinicaltrials.gov/study/NCT00157573,,COMPLETED,YES,"DRUG: GM-CSF, sargramostim",Massachusetts General Hospital,Dana-Farber Cancer Institute|Bayer,FEMALE,"ADULT, OLDER_ADULT",PHASE2,72,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2004-12,2008-10,2010-04,2005-09-12,2017-05-08,2017-05-08
NCT03383614,"Safety, Tolerability and PK of Multiple-ascending Doses of Emodepside",https://clinicaltrials.gov/study/NCT03383614,,COMPLETED,YES,DRUG: LSF emodepside (BAY 44-4400) or matching placebo,Drugs for Neglected Diseases,Bayer|Bill and Melinda Gates Foundation,MALE,ADULT,PHASE1,24,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2017-11-14,2018-10-15,2018-10-15,2017-12-26,2020-04-15,2020-04-15
NCT03383523,Relative Bioavailability Study of Emodepside IR-tablets and Solution,https://clinicaltrials.gov/study/NCT03383523,,COMPLETED,YES,DRUG: Emodepside (BAY 44-4400),Drugs for Neglected Diseases,Bayer|Bill and Melinda Gates Foundation,MALE,ADULT,PHASE1,77,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-10-26,2018-03-26,2018-03-26,2017-12-26,2020-03-09,2020-03-09
NCT02795156,Study Assessing Activity of Molecularly Matched Targeted Therapies in Select Tumor Types Based on Genomic Alterations,https://clinicaltrials.gov/study/NCT02795156,,COMPLETED,YES,DRUG: Afatinib|DRUG: Regorafenib|DRUG: Cabozantinib,"SCRI Development Innovations, LLC",Foundation Medicine|Boehringer Ingelheim|Bayer|Exelixis,ALL,"ADULT, OLDER_ADULT",PHASE2,100,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-09-28,2022-08-17,2022-08-17,2016-06-09,2023-09-15,2023-12-05
NCT02661178,First in Man Clinical Trial of Emodepside (BAY 44-4400),https://clinicaltrials.gov/study/NCT02661178,,COMPLETED,YES,DRUG: emodepside (BAY 44-4400)|DRUG: placebo,Drugs for Neglected Diseases,Bayer|Bill and Melinda Gates Foundation,MALE,ADULT,PHASE1,79,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2015-12,2017-03-27,2017-03-27,2016-01-22,2020-04-13,2020-04-13
NCT02050919,"Sorafenib Tosylate, Combination Chemotherapy, Radiation Therapy, and Surgery in Treating Patients With High-Risk Stage IIB-IV Soft Tissue Sarcoma",https://clinicaltrials.gov/study/NCT02050919,,COMPLETED,YES,DRUG: Epirubicin Hydrochloride|RADIATION: External Beam Radiation Therapy|DRUG: Ifosfamide|OTHER: Laboratory Biomarker Analysis|DRUG: Sorafenib Tosylate|PROCEDURE: Therapeutic Conventional Surgery,OHSU Knight Cancer Institute,Bayer|Oregon Health and Science University,ALL,"ADULT, OLDER_ADULT",PHASE2,20,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-12-03,2018-05-07,2020-12-31,2014-01-31,2020-06-11,2022-03-21
NCT00948987,Mechanism Based Resistance to Aspirin,https://clinicaltrials.gov/study/NCT00948987,,COMPLETED,NO,DRUG: Aspirin,University of Pennsylvania,National Institutes of Health (NIH)|Bayer,ALL,ADULT,PHASE1,400,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2004-09,2009-10,2009-10,2009-07-30,,2009-10-15
NCT00908167,Sorafenib in Combination With Cytarabine and Clofarabine in Patients With Refractory or Relapsed Hematologic Malignancies,https://clinicaltrials.gov/study/NCT00908167,,COMPLETED,NO,DRUG: Sorafenib|DRUG: Cytarabine|DRUG: Clofarabine,St. Jude Children's Research Hospital,National Cancer Institute (NCI)|Bayer/Onyx,ALL,"CHILD, ADULT",PHASE1,44,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-09,2015-06,2015-06,2009-05-25,,2018-01-12
NCT00703365,Efficacy and Safety of Sorafenib (Nexavar) in Combination With Gemcitabine in Advanced Hepatocellular Carcinoma (HCC),https://clinicaltrials.gov/study/NCT00703365,,COMPLETED,NO,DRUG: Sorafenib and Gemcitabine,Mahidol University,Bayer|Chulalongkorn University|Bumrungrad International Hospital,ALL,"ADULT, OLDER_ADULT",PHASE2,45,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-02,2010-01,2011-08,2008-06-23,,2011-08-29
NCT00411671,BATTLE Program: Sorafenib in Patients With NSCLC,https://clinicaltrials.gov/study/NCT00411671,,COMPLETED,YES,DRUG: Sorafenib,M.D. Anderson Cancer Center,United States Department of Defense|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,105,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-11,2012-11,2012-11,2006-12-14,2016-02-11,2016-02-11
NCT00712790,Study of SIR-Spheres Plus Sorafenib as 1st Line Treatment for Non-resectable Primary Hepatocellular Carcinoma (HCC),https://clinicaltrials.gov/study/NCT00712790,,COMPLETED,NO,DRUG: Sorafenib|RADIATION: SIR-Spheres,Singapore Clinical Research Institute,"National Medical Research Council (NMRC), Singapore|Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma|Sirtex Medical",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,35,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-06,2009-06,2014-04,2008-07-10,,2016-01-06
NCT03585504,Immediate Versus Delayed Insertion of Implanon in Postpartum Adolescents,https://clinicaltrials.gov/study/NCT03585504,Implanon,COMPLETED,YES,DRUG: Etonogestrel contraceptive implant,Medical University of South Carolina,American College of Obstetricians and Gynecologists|Bayer,FEMALE,"CHILD, ADULT",PHASE3,81,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2010-01,2013-01,2013-01,2018-07-13,2018-10-04,2018-10-04
NCT03406871,Regorafenib and Nivolumab Simultaneous Combination Therapy,https://clinicaltrials.gov/study/NCT03406871,REGONIVO,COMPLETED,NO,DRUG: Regorafenib|DRUG: Nivolumab,Kohei Shitara,"Ono Pharmaceutical Co. Ltd|Bayer Yakuhin, Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,50,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2018-01-25,2019-10-23,2020-11-26,2018-01-23,,2021-04-26
NCT03052933,Copanlisib and Gemcitabine in Relapsed/Refractory PTCL,https://clinicaltrials.gov/study/NCT03052933,,COMPLETED,NO,DRUG: Copanlisib|DRUG: Gemcitabine,Chonnam National University Hospital,Bayer|Consortium for Improving Survival of Lymphoma,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,28,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2018-02-01,2021-07-01,2021-07-01,2017-02-14,,2022-06-10
NCT02283749,BrUOG L301 With Non-Small Cell Lung Cancer and Bone Metastases,https://clinicaltrials.gov/study/NCT02283749,,COMPLETED,YES,BIOLOGICAL: Xofigo,Angela Taber MD,Rhode Island Hospital|The Miriam Hospital|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,5,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-09,2018-07-05,2018-11-13,2014-11-05,2018-06-08,2021-02-02
NCT00144417,TBTC Study 28: Moxifloxacin Versus Isoniazid for TB Treatment,https://clinicaltrials.gov/study/NCT00144417,,COMPLETED,NO,"DRUG: Moxifloxacin (with rifampin, pyrazinamide, and ethambutol)|DRUG: isoniazid",Centers for Disease Control and Prevention,Global Alliance for TB Drug Development|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,433,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2006-02,2007-06,2007-12,2005-09-05,,2011-08-03
NCT03076203,Phase IB Trial of Radium-223 and Niraparib in Patients With Castrate Resistant Prostate Cancer (NiraRad),https://clinicaltrials.gov/study/NCT03076203,,COMPLETED,NO,DRUG: Niraparib|RADIATION: Radium Ra 223 Dichloride,Sidney Kimmel Cancer Center at Thomas Jefferson University,"Janssen, LP|Prostate Cancer Clinical Trials Consortium|Bayer",MALE,"ADULT, OLDER_ADULT",PHASE1,14,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-09-22,2020-01-13,2022-11-07,2017-03-10,,2023-10-10
NCT02861534,A Study of Vericiguat in Participants With Heart Failure With Reduced Ejection Fraction (HFrEF) (MK-1242-001),https://clinicaltrials.gov/study/NCT02861534,VICTORIA,COMPLETED,YES,DRUG: Vericiguat|DRUG: Placebo for vericiguat,Merck Sharp & Dohme LLC,Bayer|Canadian VIGOUR Centre|Duke Clinical Research Institute,ALL,"ADULT, OLDER_ADULT",PHASE3,5050,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2016-09-20,2019-06-18,2019-09-02,2016-08-10,2020-06-29,2021-11-15
NCT02695810,"The PRE-D Trial: Effect of Dapagliflozin, Metformin and Physical Activity in Pre-diabetes",https://clinicaltrials.gov/study/NCT02695810,,COMPLETED,NO,DRUG: Dapagliflozin|DRUG: Metformin|BEHAVIORAL: Exercise,Steno Diabetes Center Copenhagen,"The Novo Nordic Foundation|Rigshospitalet, Denmark|AstraZeneca|Bayer",ALL,"ADULT, OLDER_ADULT",PHASE2,120,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2016-02-24,2018-09-20,2019-01-13,2016-03-01,,2019-10-07
NCT01534260,"Phase I/II Study of Combination of Sorafenib, Vorinostat, and Bortezomib for the Treatment of Acute Myeloid Leukemia With Complex- or Poor-risk (Monosomy 5/7) Cytogenetics or FLT3-ITD Positive Genotype",https://clinicaltrials.gov/study/NCT01534260,,COMPLETED,YES,"DRUG: sorafenib, vorinostat and bortezomib",Hamid Sayar,"Millennium Pharmaceuticals, Inc.|Bayer|Merck Sharp & Dohme LLC",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,37,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2012-02-10,2016-08-29,2017-02-13,2012-02-16,2018-08-17,2018-08-17
NCT00864383,Controlled Comparison of Two Moxifloxacin Containing Treatment Shortening Regimens in Pulmonary Tuberculosis,https://clinicaltrials.gov/study/NCT00864383,REMoxTB,COMPLETED,YES,"DRUG: Moxifloxacin, Ethambutol, Isoniazid, Pyrazinamide & Rifampicin",Global Alliance for TB Drug Development,"European and Developing Countries Clinical Trials Partnership (EDCTP)|University College, London|Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma|Sanofi",ALL,"ADULT, OLDER_ADULT",PHASE3,1931,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2008-01,2013-10,2014-02,2009-03-18,2015-05-25,2017-03-21
NCT01844947,Phase I Study With Sorafenib in Addition to Vinflunine in Metastatic Transitional Cell Carcinoma of the Urothelial Tract,https://clinicaltrials.gov/study/NCT01844947,VINSOR,COMPLETED,NO,DRUG: Vinflunine|DRUG: Sorafenib,Dr Anders Ullén,Bayer|Pierre Fabre Laboratories|Nordic Urothelial Cancer Oncology Group,ALL,"ADULT, OLDER_ADULT",PHASE1,22,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2012-05,2017-10-18,2018-06-05,2013-05-03,,2019-04-26
NCT03305913,Regorafenib in Combination With TAS-102 in Subjects With Metastatic Colorectal Cancer Who Have Progressed After Standard Therapy,https://clinicaltrials.gov/study/NCT03305913,REMETY,COMPLETED,NO,DRUG: TAS 102|DRUG: Regorafenib,AIO-Studien-gGmbH,Institut für Klinisch-Onkologische Forschung (IKF) am Krankenhaus Nordwest GmbH|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1,12,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2017-07-31,2018-10-31,2019-04-26,2017-10-10,,2021-03-26
NCT02293395,A Study to Compare the Safety of Rivaroxaban Versus Acetylsalicylic Acid in Addition to Either Clopidogrel or Ticagrelor Therapy in Participants With Acute Coronary Syndrome,https://clinicaltrials.gov/study/NCT02293395,GEMINI ACS 1,COMPLETED,YES,DRUG: Acetylsalicylic acid|DRUG: Rivaroxaban|DRUG: Clopidogrel|DRUG: Ticagrelor,"Janssen Research & Development, LLC",Bayer|Duke Clinical Research Institute|Harvard Medical School (HMS and HSDM),ALL,"ADULT, OLDER_ADULT",PHASE2,3037,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2015-04-20,2016-10-14,2016-10-14,2014-11-18,2017-11-13,2017-12-26
