NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT00634751,"CO07204-Phase I/II of Oxaliplatin, Capecitabine & Sorafenib for Advanced Pancreatic & Biliary Carcinoma",https://clinicaltrials.gov/study/NCT00634751,,COMPLETED,YES,Pancreatic Neoplasms|Bile Duct Neoplasms,DRUG: Oxaliplatin|DRUG: Capecitabine|DRUG: Sorafenib,"University of Wisconsin, Madison",Bayer|Sanofi,INTERVENTIONAL,2008-02,2010-07,2010-07,2008-03-13,2017-08-08,2019-11-26
NCT00589420,Sorafenib and Docetaxel in Patients With Prostate Cancer That Did Not Respond to Previous Hormone Therapy,https://clinicaltrials.gov/study/NCT00589420,,COMPLETED,YES,Prostate Cancer,DRUG: docetaxel|DRUG: sorafenib tosylate,Abramson Cancer Center at Penn Medicine,Sanofi|Bayer,INTERVENTIONAL,2007-07-27,2010-02-02,2011-02-02,2008-01-09,2022-02-17,2022-02-17
NCT00534287,Comparison of Two Antibiotic Regimen (Meropenem Versus Meropenem+Moxifloxacin)in the Treatment of Severe Sepsis and Septic Shock,https://clinicaltrials.gov/study/NCT00534287,MaxSep,COMPLETED,NO,Severe Sepsis|Septic Shock,"DRUG: meropenem|DRUG: meropenem, moxifloxacin",Kompetenznetz Sepsis,AstraZeneca|Bayer,INTERVENTIONAL,2007-10,2010-04,2010-06,2007-09-24,,2012-06-29
NCT00456716,Sorafenib in BAC or Never-Smokers With Lung Adenocarcinoma,https://clinicaltrials.gov/study/NCT00456716,,COMPLETED,NO,Lung Cancer,DRUG: sorafenib,Swedish Medical Center,Bayer|Amgen,INTERVENTIONAL,2007-03,2008-12,2008-12,2007-04-05,,2010-03-04
NCT00445042,Safety and Toxicity Study of Sorafenib in Patients With Kidney Cancer,https://clinicaltrials.gov/study/NCT00445042,,COMPLETED,NO,"Carcinoma, Renal Cell",DRUG: Sorafenib,The Methodist Hospital Research Institute,Bayer|Amgen,INTERVENTIONAL,2005-11,2008-09,2008-10,2007-03-08,,2016-03-17
NCT00418496,Interleukin-2 With Sorafenib (BAY 43-9006) for Unresectable or Metastatic Clear Cell Renal Carcinoma (RCC) and Metastatic Melanoma,https://clinicaltrials.gov/study/NCT00418496,,COMPLETED,NO,Renal Cancer|Melanoma,DRUG: Aldesleukin|DRUG: Sorafenib,Ohio State University Comprehensive Cancer Center,Bayer|Novartis,INTERVENTIONAL,2006-11-08,2013-02-28,2013-10,2007-01-04,,2017-02-20
NCT00392821,Dosing and Effectiveness Study of Sorafenib and RAD001 in the Treatment of Patients With Advanced Kidney Cancer,https://clinicaltrials.gov/study/NCT00392821,,COMPLETED,YES,Kidney Cancer,DRUG: Sorafenib|DRUG: RAD001,"SCRI Development Innovations, LLC",Novartis|Bayer,INTERVENTIONAL,2006-12,2013-10,2013-10,2006-10-26,2014-03-26,2022-06-06
NCT00142272,Single Dose Ciprofloxacin in the Treatment of Childhood Cholera:Randomized Controlled Clinical Trial,https://clinicaltrials.gov/study/NCT00142272,,COMPLETED,NO,Cholera,DRUG: Ciprofloxacin,"International Centre for Diarrhoeal Disease Research, Bangladesh",Bayer|NEMC,INTERVENTIONAL,2001-05,,2002-07,2005-09-02,,2022-02-11
NCT00383994,"Immunotherapy With NK Cell, Rituximab and Rhu-GMCSF in Non-Myeloablative Allogeneic Stem Cell Transplantation",https://clinicaltrials.gov/study/NCT00383994,,COMPLETED,NO,"Lymphoma|Leukemia|Transplantation, Stem Cell|Lymphoid Malignancies|Disorder Related to Transplantation",DRUG: GM-CSF|DRUG: Rituximab|BIOLOGICAL: NK Cell Infusion,M.D. Anderson Cancer Center,"Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",INTERVENTIONAL,2006-09,2019-07-22,2019-07-22,2006-10-04,,2019-07-31
NCT00328198,"Subcutaneous Alemtuzumab (CAMPATH®, MabCampath®) in Relapsed/Refractory B-Cell Chronic Lymphocytic Leukemia",https://clinicaltrials.gov/study/NCT00328198,,COMPLETED,YES,B-Cell Chronic Lymphocytic Leukemia (B-CLL),BIOLOGICAL: Alemtuzumab|BIOLOGICAL: Alemtuzumab,"Genzyme, a Sanofi Company","Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",INTERVENTIONAL,2006-05,2011-08,2011-08,2006-05-19,2012-08-10,2014-03-13
NCT03522259,Rivaroxaban as Thrombosis Prophylaxis in Bariatric Surgery,https://clinicaltrials.gov/study/NCT03522259,BARIVA,COMPLETED,NO,Bariatric Surgery,DRUG: Rivaroxaban 10 MG Oral Tablet [Xarelto],"Insel Gruppe AG, University Hospital Bern",Bayer|Janssen Pharmaceuticals,INTERVENTIONAL,2018-07-19,2023-12-31,2023-12-31,2018-05-11,,2024-11-13
NCT02926222,Regorafenib in Relapsed Glioblastoma,https://clinicaltrials.gov/study/NCT02926222,REGOMA,COMPLETED,NO,Glioblastoma Multiforme,DRUG: Regorafenib|DRUG: Lomustine,Istituto Oncologico Veneto IRCCS,BAYER S.p.A. - Italia,INTERVENTIONAL,2015-11,2017-07,2021-06,2016-10-06,,2022-09-09
NCT01126645,Sorafenib and Micro-therapy Guided by Primovist Enhanced MRI in Patients With Inoperable Liver Cancer,https://clinicaltrials.gov/study/NCT01126645,SORAMIC,COMPLETED,NO,Hepatocellular Carcinoma,PROCEDURE: RFA|PROCEDURE: Radioembolization (SIRT),University of Magdeburg,Bayer|Sirtex Medical,INTERVENTIONAL,2010-12,2018-01-25,2018-12-31,2010-05-20,,2019-05-31
NCT00696696,Study of Gemcitabine and Erlotinib Plus Sorafenib (GES) in Metastatic Pancreatic Cancer,https://clinicaltrials.gov/study/NCT00696696,,COMPLETED,YES,Pancreatic Cancer,DRUG: Gemcitabine|DRUG: Erlotinib|DRUG: Sorafenib,NYU Langone Health,Bayer|OSI Pharmaceuticals,INTERVENTIONAL,2007-09,2010-11,2013-06,2008-06-13,2011-12-21,2016-06-30
NCT00616564,Phase II Trial of (IL-2) With Priming and (GM-CSF) in Patients With Advanced Melanoma,https://clinicaltrials.gov/study/NCT00616564,,COMPLETED,NO,Malignant Melanoma,DRUG: GM-CSF,"Mt. Sinai Medical Center, Miami",Bayer|Chiron Corporation,INTERVENTIONAL,2006-02,2009-09,2009-09,2008-02-15,,2012-05-03
NCT00609804,Sorafenib and Erlotinib or Sorafenib Alone in Advanced Non-Small Cell Lung Cancer Progressing on Erlotinib,https://clinicaltrials.gov/study/NCT00609804,,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Sorafenib|DRUG: Erlotinib,"SCRI Development Innovations, LLC",Bayer|OSI Pharmaceuticals,INTERVENTIONAL,2008-03,2012-05,2014-11,2008-02-07,2015-06-02,2016-04-08
NCT00597493,Ph. 2 Sorafenib + Protracted Temozolomide in Recurrent GBM,https://clinicaltrials.gov/study/NCT00597493,,COMPLETED,YES,Recurrent Glioblastoma Multiforme,DRUG: Sorafenib and Temozolomide,Duke University,Bayer|Schering-Plough,INTERVENTIONAL,2007-09,2009-02,2010-12,2008-01-18,2013-06-24,2013-06-24
NCT00572078,Sorafenib and Bevacizumab in Combination With Paclitaxel in Patients With Solid Tumors,https://clinicaltrials.gov/study/NCT00572078,,COMPLETED,NO,SOLID TUMORS,DRUG: Sorafenib,Safi Shahda,"Genentech, Inc.|Bayer",INTERVENTIONAL,2008-01-23,2011-01-04,2014-09-14,2007-12-12,,2017-09-25
NCT00483301,"A Phase II Trial OF Carboplatin, ABI-007 (Abraxane) And Sorafenib (BAY 43-9006) in Metastatic Melanoma",https://clinicaltrials.gov/study/NCT00483301,,COMPLETED,NO,Malignant Melanoma,DRUG: Sorafenib (BAY 43-9006)|DRUG: ABI-007(Abraxane),"Mt. Sinai Medical Center, Miami",Celgene Corporation|Bayer,INTERVENTIONAL,2007-05,2009-08,2009-08,2007-06-07,,2012-05-03
NCT03273322,Assessment of Dual Antiplatelet Therapy Versus Rivaroxaban In Atrial Fibrillation Patients Treated With Left Atrial Appendage Closure,https://clinicaltrials.gov/study/NCT03273322,ADRIFT,COMPLETED,NO,Atrial Fibrillation|Atrial Appendage|Hemorrhage,DRUG: Rivaroxaban 10 mg qd|DRUG: Rivaroxaban 15 mg qd|DRUG: DAPT,Assistance Publique - Hôpitaux de Paris,Action Research Group|Bayer,INTERVENTIONAL,2017-09-13,2018-11-20,2019-09-30,2017-09-06,,2021-12-21
NCT01683149,Sorafenib and Topotecan in Refractory/Recurrent Pediatric Malignancies,https://clinicaltrials.gov/study/NCT01683149,,COMPLETED,NO,Solid Tumor,DRUG: Topotecan|DRUG: Sorafenib,H. Lee Moffitt Cancer Center and Research Institute,Pediatric Cancer Foundation|Bayer,INTERVENTIONAL,2013-01,2016-01,2016-01,2012-09-11,,2016-03-04
NCT01529320,Assess Itch Behavior in Nickel Sulphate Sensitized Volunteers,https://clinicaltrials.gov/study/NCT01529320,,COMPLETED,NO,Allergic Contact Eczema,"DRUG: Adventan® (methylprednisolone aceponate 0,1%)",Fundacion IMIM,Adknoma Health Research|Bayer,INTERVENTIONAL,2012-02,2012-05,2012-05,2012-02-08,,2016-05-12
NCT00844883,Study of Sorafenib and Transarterial Chemoembolization (TACE) to Treat Hepatocellular Carcinoma,https://clinicaltrials.gov/study/NCT00844883,,COMPLETED,YES,Hepatocellular Carcinoma|Hepatoma,DRUG: sorafenib|PROCEDURE: LC Bead-TACE,Yale University,Bayer|Biocompatibles UK Ltd,INTERVENTIONAL,2009-02,2015-03,2015-03,2009-02-16,2017-08-28,2021-11-11
NCT00825734,Phase I/II Trial of Sorafenib Plus Ixabepilone in HER2-Negative Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00825734,,COMPLETED,YES,Metastatic Breast Cancer,DRUG: Sorafenib|DRUG: Ixabepilone,"SCRI Development Innovations, LLC",Bayer|Bristol-Myers Squibb,INTERVENTIONAL,2009-03,2013-06,2014-08,2009-01-21,2014-12-22,2014-12-22
NCT00350597,GM-CSF as Adjuvant Therapy of Melanoma,https://clinicaltrials.gov/study/NCT00350597,,COMPLETED,NO,Malignant Melanoma,DRUG: Granulocyte-Macrophage Colony-Stimulating Factor (GM-CSF),Northern California Melanoma Center,Bayer|Melanoma Research Institute,INTERVENTIONAL,2004-09,,2010-07,2006-07-11,,2006-07-11
NCT01234870,Comprehensive Evaluation of Ischemic Heart Disease Using MRI,https://clinicaltrials.gov/study/NCT01234870,,COMPLETED,YES,"Heart Disease, Ischemic|Atherosclerosis, Coronary",DRUG: Gadolinium|DRUG: Adenosine,Northwestern University,"Astellas Pharma US, Inc.|Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",INTERVENTIONAL,2010-06,2012-01,2012-01,2010-11-04,2014-09-26,2014-09-26
NCT00501644,Chemoimmunotherapy Study for Patients With Epithelial Ovarian Cancer,https://clinicaltrials.gov/study/NCT00501644,,COMPLETED,YES,Ovarian Cancer|Fallopian Tube Cancer|Peritoneal Cancer,DRUG: Carboplatin|DRUG: GM-CSF (Sargramostim)|DRUG: Interferon Gamma,M.D. Anderson Cancer Center,"Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma|Bristol-Myers Squibb|InterMune",INTERVENTIONAL,2003-01,2009-01,2009-01,2007-07-16,2011-01-10,2012-08-07
NCT04483505,"Rogaratinib, Palbociclib y Fulvestrant in Patients With Breast Cancer.",https://clinicaltrials.gov/study/NCT04483505,ROGABREAST,COMPLETED,NO,Breast Cancer Metastatic|Hormone Receptor Positive Malignant Neoplasm of Breast,"DRUG: Combination, Rogaratinib + palbociclib + fulvestrant",Fundacion CRIS de Investigación para Vencer el Cáncer,Bayer|Pfizer|Apices Soluciones S.L.,INTERVENTIONAL,2020-11-25,2023-04-04,2023-04-04,2020-07-23,,2023-12-28
NCT02833948,"Comparison of a Rivaroxaban-based Strategy With an Antiplatelet-based Strategy Following Successful TAVR for the Prevention of Leaflet Thickening and Reduced Leaflet Motion as Evaluated by Four-dimensional, Volume-rendered Computed Tomography (4DCT)",https://clinicaltrials.gov/study/NCT02833948,GALILEO-4D,COMPLETED,YES,Aortic Valve Stenosis|Cardiovascular Diseases|Heart Valve Diseases|Ventricular Outflow Obstruction|Thrombosis,DRUG: Acetylsalicylic acid|DRUG: Clopidogrel|DRUG: Rivaroxaban,ECRI bv,"Rigshospitalet, Denmark|Bayer|Cardialysis BV",INTERVENTIONAL,2016-05,2018-12,2019-03-06,2016-07-14,2020-01-18,2020-01-18
NCT02832544,"INVestIgation of rheumatiC AF Treatment Using Vitamin K Antagonists, Rivaroxaban or Aspirin Studies, Non-Inferiority",https://clinicaltrials.gov/study/NCT02832544,INVICTUS-VKA,COMPLETED,NO,Rheumatic Heart Disease,DRUG: Rivaroxaban (20 mg)|DRUG: Vitamin K antagonists (VKA),Population Health Research Institute,University of Cape Town|Bayer,INTERVENTIONAL,2016-08-22,2022-08-18,2022-08-18,2016-07-14,,2022-10-05
NCT02728050,"Filgrastim, Cladribine, Cytarabine, and Mitoxantrone With Sorafenib in Treating Patients With Newly-Diagnosed, Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome",https://clinicaltrials.gov/study/NCT02728050,,COMPLETED,YES,Acute Biphenotypic Leukemia|Acute Myeloid Leukemia|de Novo Myelodysplastic Syndrome|Myelodysplastic Syndrome|Myeloproliferative Neoplasm,DRUG: Cladribine|DRUG: Cytarabine|BIOLOGICAL: Filgrastim|OTHER: Laboratory Biomarker Analysis|OTHER: Quality-of-Life Assessment|DRUG: Mitoxantrone|DRUG: Sorafenib,University of Washington,National Cancer Institute (NCI)|Bayer,INTERVENTIONAL,2016-12-01,2022-02-03,2023-04-04,2016-04-05,2023-06-29,2023-07-05
NCT02438098,Rivaroxaban in Bariatric Surgery,https://clinicaltrials.gov/study/NCT02438098,,COMPLETED,NO,Prophylaxis of Venous Thromboembolism,DRUG: Rivaroxaban 10 mg,"Insel Gruppe AG, University Hospital Bern",Centre Hospitalier Universitaire Vaudois|Bayer,INTERVENTIONAL,2015-06,2015-11,2015-11,2015-05-08,,2016-01-08
NCT02048722,"Daily Oral Regorafenib for Chemotherapy-Refractory, Metastatic and Locally Advanced Angiosarcoma",https://clinicaltrials.gov/study/NCT02048722,,COMPLETED,YES,Adult Angiosarcoma|Recurrent Adult Soft Tissue Sarcoma|Stage III Adult Soft Tissue Sarcoma|Stage IV Adult Soft Tissue Sarcoma,DRUG: regorafenib,Northwestern University,Bayer|National Cancer Institute (NCI),INTERVENTIONAL,2014-06-13,2019-10-14,2021-10-12,2014-01-29,2020-07-29,2022-04-25
NCT01254890,Sorafenib and 5-Azacitidine in Acute Leukemia + Myelodysplastic Syndrome,https://clinicaltrials.gov/study/NCT01254890,,COMPLETED,YES,Leukemia,DRUG: Azacitidine|DRUG: Sorafenib,M.D. Anderson Cancer Center,"Bayer|Onyx Therapeutics, Inc.|Celgene",INTERVENTIONAL,2011-01,2015-03,2015-03,2010-12-07,2016-05-06,2016-05-06
NCT00635791,Phase I Study of Vorinostat and Sorafenib in Advanced Cancer,https://clinicaltrials.gov/study/NCT00635791,,COMPLETED,NO,Malignant Solid Tumour|Renal Cell Carcinoma|Non Small Cell Lung Carcinoma,DRUG: Sorafenib|DRUG: Vorinostat,"University of Colorado, Denver",Merck Sharp & Dohme LLC|Bayer,INTERVENTIONAL,2008-03,2011-10,2012-03,2008-03-14,,2013-06-20
NCT00495755,Campath in Chronic GVHD,https://clinicaltrials.gov/study/NCT00495755,,COMPLETED,YES,Chronic Graft-vs.-Host Disease,DRUG: Alemtuzumab (Campath),Dana-Farber Cancer Institute,"Genzyme, a Sanofi Company|Bayer",INTERVENTIONAL,2007-07,2011-10,2012-10,2007-07-03,2013-08-09,2013-08-09
NCT00411086,Rituximab and GM-CSF in Treating Patients With Newly Diagnosed Follicular B-Cell Lymphoma,https://clinicaltrials.gov/study/NCT00411086,,COMPLETED,YES,Lymphoma,BIOLOGICAL: Rituximab|BIOLOGICAL: Sargramostim (GM-CSF),M.D. Anderson Cancer Center,National Cancer Institute (NCI)|Bayer,INTERVENTIONAL,2006-11,2016-11,2016-11,2006-12-13,2017-12-05,2017-12-05
NCT00157573,"GM-CSF, Sargramostim in Women With Recurrent Ovarian Cancer",https://clinicaltrials.gov/study/NCT00157573,,COMPLETED,YES,Ovarian Cancer|Fallopian Tube Cancer,"DRUG: GM-CSF, sargramostim",Massachusetts General Hospital,Dana-Farber Cancer Institute|Bayer,INTERVENTIONAL,2004-12,2008-10,2010-04,2005-09-12,2017-05-08,2017-05-08
NCT03383614,"Safety, Tolerability and PK of Multiple-ascending Doses of Emodepside",https://clinicaltrials.gov/study/NCT03383614,,COMPLETED,YES,Filariasis,DRUG: LSF emodepside (BAY 44-4400) or matching placebo,Drugs for Neglected Diseases,Bayer|Bill and Melinda Gates Foundation,INTERVENTIONAL,2017-11-14,2018-10-15,2018-10-15,2017-12-26,2020-04-15,2020-04-15
NCT03383523,Relative Bioavailability Study of Emodepside IR-tablets and Solution,https://clinicaltrials.gov/study/NCT03383523,,COMPLETED,YES,Filariasis,DRUG: Emodepside (BAY 44-4400),Drugs for Neglected Diseases,Bayer|Bill and Melinda Gates Foundation,INTERVENTIONAL,2017-10-26,2018-03-26,2018-03-26,2017-12-26,2020-03-09,2020-03-09
NCT02795156,Study Assessing Activity of Molecularly Matched Targeted Therapies in Select Tumor Types Based on Genomic Alterations,https://clinicaltrials.gov/study/NCT02795156,,COMPLETED,YES,"Non-small Cell Lung Carcinoma|Urothelial Carcinoma|Gastrointestinal Carcinoma, Non-colon|Upper Aerodigestive Tract Carcinoma",DRUG: Afatinib|DRUG: Regorafenib|DRUG: Cabozantinib,"SCRI Development Innovations, LLC",Foundation Medicine|Boehringer Ingelheim|Bayer|Exelixis,INTERVENTIONAL,2016-09-28,2022-08-17,2022-08-17,2016-06-09,2023-09-15,2023-12-05
NCT02661178,First in Man Clinical Trial of Emodepside (BAY 44-4400),https://clinicaltrials.gov/study/NCT02661178,,COMPLETED,YES,Healthy Volunteers,DRUG: emodepside (BAY 44-4400)|DRUG: placebo,Drugs for Neglected Diseases,Bayer|Bill and Melinda Gates Foundation,INTERVENTIONAL,2015-12,2017-03-27,2017-03-27,2016-01-22,2020-04-13,2020-04-13
NCT02050919,"Sorafenib Tosylate, Combination Chemotherapy, Radiation Therapy, and Surgery in Treating Patients With High-Risk Stage IIB-IV Soft Tissue Sarcoma",https://clinicaltrials.gov/study/NCT02050919,,COMPLETED,YES,Pleomorphic Rhabdomyosarcoma|Stage IIB Adult Soft Tissue Sarcoma AJCC v7|Stage III Adult Soft Tissue Sarcoma AJCC v7|Stage IV Adult Soft Tissue Sarcoma AJCC v7,DRUG: Epirubicin Hydrochloride|RADIATION: External Beam Radiation Therapy|DRUG: Ifosfamide|OTHER: Laboratory Biomarker Analysis|DRUG: Sorafenib Tosylate|PROCEDURE: Therapeutic Conventional Surgery,OHSU Knight Cancer Institute,Bayer|Oregon Health and Science University,INTERVENTIONAL,2013-12-03,2018-05-07,2020-12-31,2014-01-31,2020-06-11,2022-03-21
NCT00948987,Mechanism Based Resistance to Aspirin,https://clinicaltrials.gov/study/NCT00948987,,COMPLETED,NO,Aspirin Resistance|Pharmacological Aspirin Non-responsiveness,DRUG: Aspirin,University of Pennsylvania,National Institutes of Health (NIH)|Bayer,INTERVENTIONAL,2004-09,2009-10,2009-10,2009-07-30,,2009-10-15
NCT00908167,Sorafenib in Combination With Cytarabine and Clofarabine in Patients With Refractory or Relapsed Hematologic Malignancies,https://clinicaltrials.gov/study/NCT00908167,,COMPLETED,NO,Acute Myeloid Leukemia|Infantile Leukemia (Both AML and ALL)|Myelodysplastic Syndrome|Myelodysplastic/Myeloproliferative Neoplasms|Biphenotypic Leukemia,DRUG: Sorafenib|DRUG: Cytarabine|DRUG: Clofarabine,St. Jude Children's Research Hospital,National Cancer Institute (NCI)|Bayer/Onyx,INTERVENTIONAL,2009-09,2015-06,2015-06,2009-05-25,,2018-01-12
NCT00703365,Efficacy and Safety of Sorafenib (Nexavar) in Combination With Gemcitabine in Advanced Hepatocellular Carcinoma (HCC),https://clinicaltrials.gov/study/NCT00703365,,COMPLETED,NO,"Carcinoma, Hepatocellular",DRUG: Sorafenib and Gemcitabine,Mahidol University,Bayer|Chulalongkorn University|Bumrungrad International Hospital,INTERVENTIONAL,2008-02,2010-01,2011-08,2008-06-23,,2011-08-29
NCT00411671,BATTLE Program: Sorafenib in Patients With NSCLC,https://clinicaltrials.gov/study/NCT00411671,,COMPLETED,YES,Lung Cancer,DRUG: Sorafenib,M.D. Anderson Cancer Center,United States Department of Defense|Bayer,INTERVENTIONAL,2006-11,2012-11,2012-11,2006-12-14,2016-02-11,2016-02-11
NCT00712790,Study of SIR-Spheres Plus Sorafenib as 1st Line Treatment for Non-resectable Primary Hepatocellular Carcinoma (HCC),https://clinicaltrials.gov/study/NCT00712790,,COMPLETED,NO,Hepatocellular Carcinoma,DRUG: Sorafenib|RADIATION: SIR-Spheres,Singapore Clinical Research Institute,"National Medical Research Council (NMRC), Singapore|Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma|Sirtex Medical",INTERVENTIONAL,2008-06,2009-06,2014-04,2008-07-10,,2016-01-06
NCT03585504,Immediate Versus Delayed Insertion of Implanon in Postpartum Adolescents,https://clinicaltrials.gov/study/NCT03585504,Implanon,COMPLETED,YES,Contraceptive Usage,DRUG: Etonogestrel contraceptive implant,Medical University of South Carolina,American College of Obstetricians and Gynecologists|Bayer,INTERVENTIONAL,2010-01,2013-01,2013-01,2018-07-13,2018-10-04,2018-10-04
NCT03406871,Regorafenib and Nivolumab Simultaneous Combination Therapy,https://clinicaltrials.gov/study/NCT03406871,REGONIVO,COMPLETED,NO,Advanced and Metastatic Solid Tumor,DRUG: Regorafenib|DRUG: Nivolumab,Kohei Shitara,"Ono Pharmaceutical Co. Ltd|Bayer Yakuhin, Ltd.",INTERVENTIONAL,2018-01-25,2019-10-23,2020-11-26,2018-01-23,,2021-04-26
NCT03052933,Copanlisib and Gemcitabine in Relapsed/Refractory PTCL,https://clinicaltrials.gov/study/NCT03052933,,COMPLETED,NO,Mature T-Cell and NK-Cell Neoplasm,DRUG: Copanlisib|DRUG: Gemcitabine,Chonnam National University Hospital,Bayer|Consortium for Improving Survival of Lymphoma,INTERVENTIONAL,2018-02-01,2021-07-01,2021-07-01,2017-02-14,,2022-06-10
NCT02283749,BrUOG L301 With Non-Small Cell Lung Cancer and Bone Metastases,https://clinicaltrials.gov/study/NCT02283749,,COMPLETED,YES,Non Small Cell Lung Cancer With Bone Metastatses,BIOLOGICAL: Xofigo,Angela Taber MD,Rhode Island Hospital|The Miriam Hospital|Bayer,INTERVENTIONAL,2015-09,2018-07-05,2018-11-13,2014-11-05,2018-06-08,2021-02-02
NCT00144417,TBTC Study 28: Moxifloxacin Versus Isoniazid for TB Treatment,https://clinicaltrials.gov/study/NCT00144417,,COMPLETED,NO,Tuberculosis,"DRUG: Moxifloxacin (with rifampin, pyrazinamide, and ethambutol)|DRUG: isoniazid",Centers for Disease Control and Prevention,Global Alliance for TB Drug Development|Bayer,INTERVENTIONAL,2006-02,2007-06,2007-12,2005-09-05,,2011-08-03
NCT03076203,Phase IB Trial of Radium-223 and Niraparib in Patients With Castrate Resistant Prostate Cancer (NiraRad),https://clinicaltrials.gov/study/NCT03076203,,COMPLETED,NO,Prostate Carcinoma Metastatic to the Bone|Stage IV Prostate Adenocarcinoma|Hormone-refractory Prostate Cancer,DRUG: Niraparib|RADIATION: Radium Ra 223 Dichloride,Sidney Kimmel Cancer Center at Thomas Jefferson University,"Janssen, LP|Prostate Cancer Clinical Trials Consortium|Bayer",INTERVENTIONAL,2017-09-22,2020-01-13,2022-11-07,2017-03-10,,2023-10-10
